"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.good","Answer.borrowed","Answer.granularity","Answer.lent","Answer.no_own_reason","Answer.own","Answer.own_income","Answer.paragraph_text","Answer.predictability","Answer.rent","Answer.usage","Approve","Reject"
"3DQYSJDTYKARFXQN69GV7BYFQ1CXEZ","3AYVNGH59IZUDNBG92XU5NGW7LSDYM","Answer questions about how much you use (or would use) various goods","Tell me whether you own a some good and how much you use it (or would use it)","survey, demographics","$0.10","Wed Sep 24 17:50:31 GMT 2014","20","BatchId:1680569;","3600","28800","Wed Oct 01 17:50:31 GMT 2014","","","324G5B4FB370VC3V6RIKH7E69S6701","AQ2INPVVXR1G0","Approved","Wed Sep 24 18:09:52 GMT 2014","Wed Sep 24 18:22:11 GMT 2014","Wed Sep 24 19:22:11 PDT 2014","Wed Sep 24 11:59:08 PDT 2014","","","739","100% (3/3)","100% (3/3)","100% (3/3)","BBQ Grill","na","5","no","na","yes","2","","4","na","3"
"3DQYSJDTYKARFXQN69GV7BYFQ1CXEZ","3AYVNGH59IZUDNBG92XU5NGW7LSDYM","Answer questions about how much you use (or would use) various goods","Tell me whether you own a some good and how much you use it (or would use it)","survey, demographics","$0.10","Wed Sep 24 17:50:31 GMT 2014","20","BatchId:1680569;","3600","28800","Wed Oct 01 17:50:31 GMT 2014","","","32SVAV9L3F8EV60QWHCNTWE3DCV3AI","AIQB7XXL5K2FR","Approved","Wed Sep 24 18:00:50 GMT 2014","Wed Sep 24 18:01:17 GMT 2014","Wed Sep 24 19:01:17 PDT 2014","Wed Sep 24 11:59:08 PDT 2014","","","27","100% (4/4)","100% (3/3)","100% (3/3)","BBQ Grill","na","4","yes","na","yes","4","","3","na","3"
"3DQYSJDTYKARFXQN69GV7BYFQ1CXEZ","3AYVNGH59IZUDNBG92XU5NGW7LSDYM","Answer questions about how much you use (or would use) various goods","Tell me whether you own a some good and how much you use it (or would use it)","survey, demographics","$0.10","Wed Sep 24 17:50:31 GMT 2014","20","BatchId:1680569;","3600","28800","Wed Oct 01 17:50:31 GMT 2014","","","32Z9ZLUT1LJIRI1QLL67YLZILYIHO3","A2LEY4X3LD8G26","Approved","Wed Sep 24 18:06:52 GMT 2014","Wed Sep 24 18:07:08 GMT 2014","Wed Sep 24 19:07:08 PDT 2014","Wed Sep 24 11:59:08 PDT 2014","","","16","100% (4/4)","100% (3/3)","100% (3/3)","BBQ Grill","no","1","na","little_use","no","8","","3","no","4"
"3DQYSJDTYKARFXQN69GV7BYFQ1CXEZ","3AYVNGH59IZUDNBG92XU5NGW7LSDYM","Answer questions about how much you use (or would use) various goods","Tell me whether you own a some good and how much you use it (or would use it)","survey, demographics","$0.10","Wed Sep 24 17:50:31 GMT 2014","20","BatchId:1680569;","3600","28800","Wed Oct 01 17:50:31 GMT 2014","","","340UGXU9DY0IMOG7MWZKCSIGBZGVUJ","AA8NOYG0AXRJO","Approved","Wed Sep 24 18:01:42 GMT 2014","Wed Sep 24 18:07:56 GMT 2014","Wed Sep 24 19:07:56 PDT 2014","Wed Sep 24 11:59:09 PDT 2014","","","374","100% (3/3)","100% (3/3)","100% (3/3)","BBQ Grill","na","4","no","na","yes","9","","3","na","4"
"3DQYSJDTYKARFXQN69GV7BYFQ1CXEZ","3AYVNGH59IZUDNBG92XU5NGW7LSDYM","Answer questions about how much you use (or would use) various goods","Tell me whether you own a some good and how much you use it (or would use it)","survey, demographics","$0.10","Wed Sep 24 17:50:31 GMT 2014","20","BatchId:1680569;","3600","28800","Wed Oct 01 17:50:31 GMT 2014","","","34T446B1C0D67TYRX8QVXT6KA3W0CM","ACGHHDT7RY1AH","Approved","Wed Sep 24 17:52:12 GMT 2014","Wed Sep 24 17:53:49 GMT 2014","Wed Sep 24 18:53:49 PDT 2014","Wed Sep 24 11:59:09 PDT 2014","","","97","100% (5/5)","100% (1/1)","100% (1/1)","BBQ Grill","yes","5","no","na","yes","1","","3","no","3"
"3DQYSJDTYKARFXQN69GV7BYFQ1CXEZ","3AYVNGH59IZUDNBG92XU5NGW7LSDYM","Answer questions about how much you use (or would use) various goods","Tell me whether you own a some good and how much you use it (or would use it)","survey, demographics","$0.10","Wed Sep 24 17:50:31 GMT 2014","20","BatchId:1680569;","3600","28800","Wed Oct 01 17:50:31 GMT 2014","","","369J354OFD9E2G0B1J2VWL1QLYB6G4","A1VKSXDK4QAEF9","Approved","Wed Sep 24 18:00:55 GMT 2014","Wed Sep 24 18:01:40 GMT 2014","Wed Sep 24 19:01:40 PDT 2014","Wed Sep 24 11:59:09 PDT 2014","","","45","100% (2/2)","100% (2/2)","100% (2/2)","BBQ Grill","na","3","no","na","yes","4","","4","na","3"
"3DQYSJDTYKARFXQN69GV7BYFQ1CXEZ","3AYVNGH59IZUDNBG92XU5NGW7LSDYM","Answer questions about how much you use (or would use) various goods","Tell me whether you own a some good and how much you use it (or would use it)","survey, demographics","$0.10","Wed Sep 24 17:50:31 GMT 2014","20","BatchId:1680569;","3600","28800","Wed Oct 01 17:50:31 GMT 2014","","","386CSBG1OZL5F5UP4F77QZ5SRLJQ6I","A38QM2WVQ7O9MF","Approved","Wed Sep 24 17:52:09 GMT 2014","Wed Sep 24 17:53:27 GMT 2014","Wed Sep 24 18:53:27 PDT 2014","Wed Sep 24 11:59:09 PDT 2014","","","78","100% (4/4)","100% (3/3)","100% (3/3)","BBQ Grill","no","5","na","space","no","1","","2","no","3"
"3DQYSJDTYKARFXQN69GV7BYFQ1CXEZ","3AYVNGH59IZUDNBG92XU5NGW7LSDYM","Answer questions about how much you use (or would use) various goods","Tell me whether you own a some good and how much you use it (or would use it)","survey, demographics","$0.10","Wed Sep 24 17:50:31 GMT 2014","20","BatchId:1680569;","3600","28800","Wed Oct 01 17:50:31 GMT 2014","","","3A0EX8ZRN8NKUJ26RG59E1UM4VBYBE","A1FQGVP8SX5WE2","Approved","Wed Sep 24 17:59:59 GMT 2014","Wed Sep 24 18:10:55 GMT 2014","Wed Sep 24 19:10:55 PDT 2014","Wed Sep 24 11:59:09 PDT 2014","","","656","100% (3/3)","100% (3/3)","100% (3/3)","BBQ Grill","yes","5","na","space","no","4","","3","no","3"
"3DQYSJDTYKARFXQN69GV7BYFQ1CXEZ","3AYVNGH59IZUDNBG92XU5NGW7LSDYM","Answer questions about how much you use (or would use) various goods","Tell me whether you own a some good and how much you use it (or would use it)","survey, demographics","$0.10","Wed Sep 24 17:50:31 GMT 2014","20","BatchId:1680569;","3600","28800","Wed Oct 01 17:50:31 GMT 2014","","","3H7Z272LX762YEWHR6YKFDXFCKMLPU","A3FAURB3U6YND5","Approved","Wed Sep 24 18:02:19 GMT 2014","Wed Sep 24 18:04:33 GMT 2014","Wed Sep 24 19:04:33 PDT 2014","Wed Sep 24 11:59:10 PDT 2014","","","134","100% (35/35)","100% (3/3)","100% (3/3)","BBQ Grill","no","1","no","na","yes","5","","3","no","3"
"3DQYSJDTYKARFXQN69GV7BYFQ1CXEZ","3AYVNGH59IZUDNBG92XU5NGW7LSDYM","Answer questions about how much you use (or would use) various goods","Tell me whether you own a some good and how much you use it (or would use it)","survey, demographics","$0.10","Wed Sep 24 17:50:31 GMT 2014","20","BatchId:1680569;","3600","28800","Wed Oct 01 17:50:31 GMT 2014","","","3HUTX6F6VUMECSY82030BHTGWFZO2R","A2JH6SJZDJHZ9I","Approved","Wed Sep 24 18:02:27 GMT 2014","Wed Sep 24 18:09:13 GMT 2014","Wed Sep 24 19:09:13 PDT 2014","Wed Sep 24 11:59:10 PDT 2014","","","406","100% (18/18)","100% (2/2)","100% (2/2)","BBQ Grill","no","3","na","space","no","3","None","3","no","0"
